"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Unique_hue","Seed","Dif","RHAD","Error_rate_hue","Error_rate_sat"
"72","38mq",3,"seed ocean blue","Danish","52","female","dansk",65469,"1","Pure transmission","4",12,"seed havblå",50,50,61,53,188,185,193.6,179.34,8.59999999999999,60.3085553997195,3,8
"73","3b4k",4,"seed mustard","Danish","26","male","Dansk",8392,"1","Pure transmission","2",9,"seed sennepsgul",50,50,56,46,47,48,62.4,49.85,14.4,114.741035856574,1,10
"74","3b4k",1,"seed ocean blue","Danish","26","male","Dansk",42823,"1","Pure transmission","2",9,"seed havblå",50,50,66,69,179,179,193.6,179.34,14.6,102.384291725105,0,3
"75","3b4k",1,"seed dark rose","Danish","26","male","Dansk",22558,"1","Pure transmission","2",9,"seed mørk rosa",50,50,40,43,302,298,372.2,327.55,74.2,166.181410974244,4,3
"76","3b4k",3,"seed grass green","Danish","26","male","Dansk",11589,"1","Pure transmission","2",9,"seed græsgrøn",50,50,83,80,111,99,136.5,117.98,37.5,202.483801295896,12,3
"77","3rnx",6,"seed grass green","Danish","23","male","Dansk",36659,"2","Naming transmission","1",2,"seed græsgrøn",50,50,65,68,112,112,136.5,117.98,24.5,132.289416846652,0,3
"78","3rnx",5,"seed ocean blue","Danish","23","male","Dansk",52154,"2","Naming transmission","1",2,"seed havblå",50,50,73,69,178,179,193.6,179.34,14.6,102.384291725105,1,4
"79","3rnx",6,"seed mustard","Danish","23","male","Dansk",32594,"2","Naming transmission","1",2,"seed sennepsgul",50,50,48,60,47,47,62.4,49.85,15.4,122.709163346614,0,12
"80","3rnx",6,"seed dark rose","Danish","23","male","Dansk",17133,"2","Naming transmission","1",2,"seed mørk rosa",50,50,67,66,320,317,372.2,327.55,55.2,123.628219484882,3,1
"81","3sg3",5,"seed ocean blue","Danish","61","male","dansk",169539,"2","Naming transmission","3",9,"seed havblå",50,50,63,61,180,180,193.6,179.34,13.6,95.3716690042076,0,2
"82","3sg3",5,"seed grass green","Danish","61","male","dansk",34450,"2","Naming transmission","3",9,"seed græsgrøn",50,50,44,45,108,108,136.5,117.98,28.5,153.887688984881,0,1
"83","3sg3",0,"seed mustard","Danish","61","male","dansk",300003,"2","Naming transmission","3",9,"seed sennepsgul",50,50,66,51,48,48,62.4,49.85,14.4,114.741035856574,0,15
"84","3sg3",4,"seed dark rose","Danish","61","male","dansk",130954,"2","Naming transmission","3",9,"seed mørk rosa",50,50,68,59,325,320,372.2,327.55,52.2,116.909294512878,5,9
"85","3tb6",4,"seed mustard","Danish","32","female","dansk",12954,"1","Pure transmission","2",0,"seed sennepsgul",50,50,60,63,49.85,52,62.4,49.85,10.4,82.8685258964144,2.15,3
"86","3tb6",3,"seed grass green","Danish","32","female","dansk",18189,"1","Pure transmission","2",0,"seed græsgrøn",50,50,60,67,117.98,119,136.5,117.98,17.5,94.4924406047516,1.02,7
"87","3tb6",5,"seed ocean blue","Danish","32","female","dansk",9404,"1","Pure transmission","2",0,"seed havblå",50,50,60,60,179.34,179,193.6,179.34,14.6,102.384291725105,0.340000000000003,0
"88","3tb6",2,"seed dark rose","Danish","32","female","dansk",69793,"1","Pure transmission","2",0,"seed mørk rosa",50,50,60,51,327.55,332,372.2,327.55,40.2,90.03359462486,4.44999999999999,9
"89","3wa5",5,"seed ocean blue","Danish","31","female","Dansk",5650,"1","Pure transmission","1",4,"seed havblå",50,50,69,70,179,178,193.6,179.34,15.6,109.396914446003,1,1
"90","3wa5",3,"seed dark rose","Danish","31","female","Dansk",34784,"1","Pure transmission","1",4,"seed mørk rosa",50,50,57,68,301,298,372.2,327.55,74.2,166.181410974244,3,11
"91","3wa5",2,"seed mustard","Danish","31","female","Dansk",46077,"1","Pure transmission","1",4,"seed sennepsgul",50,50,65,77,44,45,62.4,49.85,17.4,138.645418326693,1,12
"92","3wa5",5,"seed grass green","Danish","31","female","Dansk",16215,"1","Pure transmission","1",4,"seed græsgrøn",50,50,71,70,106,105,136.5,117.98,31.5,170.086393088553,1,1
"93","4h26",5,"seed grass green","English","25","female","English",16219,"1","Pure transmission","0",5,"seed grass green",50,50,59,70,106,118,136.5,117.98,18.5,99.8920086393089,12,11
"94","4h26",4,"seed mustard","English","25","female","English",15633,"1","Pure transmission","0",5,"seed mustard",50,50,71,65,37,39,62.4,49.85,23.4,186.454183266932,2,6
"95","4h26",5,"seed dark rose","English","25","female","English",16647,"1","Pure transmission","0",5,"seed dark rose",50,50,57,76,313,298,372.2,327.55,74.2,166.181410974244,15,19
"96","4h26",5,"seed ocean blue","English","25","female","English",26555,"1","Pure transmission","0",5,"seed ocean blue",50,50,73,62,186,184,193.6,179.34,9.59999999999999,67.3211781206171,2,11
"97","4htf",6,"seed dark rose","Danish","30","male","Fransk",51717,"1","Pure transmission","2",12,"seed mørk rosa",50,50,39,48,300,294,372.2,327.55,78.2,175.139977603584,6,9
"98","4htf",6,"seed grass green","Danish","30","male","Fransk",44889,"1","Pure transmission","2",12,"seed græsgrøn",50,50,64,73,102,102,136.5,117.98,34.5,186.285097192225,0,9
"99","4htf",6,"seed mustard","Danish","30","male","Fransk",38536,"1","Pure transmission","2",12,"seed sennepsgul",50,50,61,66,49,50,62.4,49.85,12.4,98.804780876494,1,5
"100","4htf",3,"seed ocean blue","Danish","30","male","Fransk",44227,"1","Pure transmission","2",12,"seed havblå",50,50,78,70,183,180,193.6,179.34,13.6,95.3716690042076,3,8
"101","4l9m",5,"seed mustard","Danish","24","female","Dansk",12728,"1","Pure transmission","4",11,"seed sennepsgul",50,50,59,48,55,57,62.4,49.85,5.4,43.0278884462151,2,11
"102","4l9m",5,"seed ocean blue","Danish","24","female","Dansk",20558,"1","Pure transmission","4",11,"seed havblå",50,50,71,61,191,188,193.6,179.34,5.59999999999999,39.2706872370266,3,10
"103","4l9m",4,"seed dark rose","Danish","24","female","Dansk",12648,"1","Pure transmission","4",11,"seed mørk rosa",50,50,63,56,328,315,372.2,327.55,57.2,128.107502799552,13,7
"104","4l9m",6,"seed grass green","Danish","24","female","Dansk",15182,"1","Pure transmission","4",11,"seed græsgrøn",50,50,53,52,124,122,136.5,117.98,14.5,78.2937365010799,2,1
"105","4w6c",4,"seed dark rose","Danish","30","male","Dansk",36235,"2","Naming transmission","3",1,"seed mørk rosa",50,50,68,66,325,327,372.2,327.55,45.2,101.231802911534,2,2
"106","4w6c",5,"seed mustard","Danish","30","male","Dansk",10056,"2","Naming transmission","3",1,"seed sennepsgul",50,50,44,40,51,53,62.4,49.85,9.4,74.9003984063745,2,4
"107","4w6c",4,"seed ocean blue","Danish","30","male","Dansk",28032,"2","Naming transmission","3",1,"seed havblå",50,50,69,70,180,179,193.6,179.34,14.6,102.384291725105,1,1
"108","4w6c",3,"seed grass green","Danish","30","male","Dansk",32719,"2","Naming transmission","3",1,"seed græsgrøn",50,50,55,53,132,129,136.5,117.98,7.5,40.4967602591793,3,2
"109","5386",5,"seed dark rose","Danish","26","female","DK",3988,"1","Pure transmission","1",6,"seed mørk rosa",50,50,43,45,306,300,372.2,327.55,72.2,161.702127659575,6,2
"110","5386",4,"seed mustard","Danish","26","female","DK",14561,"1","Pure transmission","1",6,"seed sennepsgul",50,50,65,52,44,43,62.4,49.85,19.4,154.581673306773,1,13
"111","5386",3,"seed ocean blue","Danish","26","female","DK",7237,"1","Pure transmission","1",6,"seed havblå",50,50,75,65,177,184,193.6,179.34,9.59999999999999,67.3211781206171,7,10
"112","5386",3,"seed grass green","Danish","26","female","DK",6154,"1","Pure transmission","1",6,"seed græsgrøn",50,50,64,64,98,126,136.5,117.98,10.5,56.695464362851,28,0
"113","59x7",5,"seed dark rose","Danish","23","male","dansk",4662,"1","Pure transmission","3",0,"seed mørk rosa",50,50,60,65,327.55,325,372.2,327.55,47.2,105.711086226204,2.55000000000001,5
"114","59x7",4,"seed ocean blue","Danish","23","male","dansk",34196,"1","Pure transmission","3",0,"seed havblå",50,50,60,85,179.34,184,193.6,179.34,9.59999999999999,67.3211781206171,4.66,25
"115","59x7",6,"seed mustard","Danish","23","male","dansk",7672,"1","Pure transmission","3",0,"seed sennepsgul",50,50,60,65,49.85,47,62.4,49.85,15.4,122.709163346614,2.85,5
"116","59x7",5,"seed grass green","Danish","23","male","dansk",6590,"1","Pure transmission","3",0,"seed græsgrøn",50,50,60,59,117.98,129,136.5,117.98,7.5,40.4967602591793,11.02,1
"117","5fq9",4,"seed mustard","English","30","male","Lithuanian",55187,"1","Pure transmission","0",10,"seed mustard",50,50,53,46,19,17,62.4,49.85,45.4,361.752988047809,2,7
"118","5fq9",3,"seed ocean blue","English","30","male","Lithuanian",22920,"1","Pure transmission","0",10,"seed ocean blue",50,50,75,58,195,197,193.6,179.34,-3.40000000000001,-23.8429172510519,2,17
"119","5fq9",3,"seed grass green","English","30","male","Lithuanian",9638,"1","Pure transmission","0",10,"seed grass green",50,50,77,91,130,133,136.5,117.98,3.5,18.8984881209503,3,14
"120","5fq9",3,"seed dark rose","English","30","male","Lithuanian",6550,"1","Pure transmission","0",10,"seed dark rose",50,50,60,57,308,315,372.2,327.55,57.2,128.107502799552,7,3
"121","5xno",3,"seed dark rose","Danish","39","female","dansk",13312,"1","Pure transmission","1",12,"seed mørk rosa",50,50,61,58,316,324,372.2,327.55,48.2,107.950727883539,8,3
"122","5xno",5,"seed mustard","Danish","39","female","dansk",19099,"1","Pure transmission","1",12,"seed sennepsgul",50,50,59,57,35,37,62.4,49.85,25.4,202.390438247012,2,2
"123","5xno",5,"seed ocean blue","Danish","39","female","dansk",23960,"1","Pure transmission","1",12,"seed havblå",50,50,82,75,182,184,193.6,179.34,9.59999999999999,67.3211781206171,2,7
"124","5xno",5,"seed grass green","Danish","39","female","dansk",6245,"1","Pure transmission","1",12,"seed græsgrøn",50,50,74,58,142,137,136.5,117.98,-0.5,-2.69978401727862,5,16
"125","629d",5,"seed ocean blue","Danish","26","male","Dansk",14697,"1","Pure transmission","1",14,"seed havblå",50,50,60,54,183,183,193.6,179.34,10.6,74.3338008415147,0,6
"126","629d",5,"seed grass green","Danish","26","male","Dansk",27245,"1","Pure transmission","1",14,"seed græsgrøn",50,50,66,62,135,140,136.5,117.98,-3.5,-18.8984881209503,5,4
"127","629d",5,"seed mustard","Danish","26","male","Dansk",4083,"1","Pure transmission","1",14,"seed sennepsgul",50,50,76,76,40,44,62.4,49.85,18.4,146.613545816733,4,0
"128","629d",5,"seed dark rose","Danish","26","male","Dansk",13288,"1","Pure transmission","1",14,"seed mørk rosa",50,50,67,60,318,311,372.2,327.55,61.2,137.066069428891,7,7
"129","6606",6,"seed dark rose","Danish","23","male","DanskEngelsk",3027,"1","Pure transmission","0",12,"seed mørk rosa",50,50,54,52,307,298,372.2,327.55,74.2,166.181410974244,9,2
"130","6606",6,"seed ocean blue","Danish","23","male","DanskEngelsk",7198,"1","Pure transmission","0",12,"seed havblå",50,50,76,67,198,196,193.6,179.34,-2.40000000000001,-16.8302945301543,2,9
"131","6606",6,"seed grass green","Danish","23","male","DanskEngelsk",5726,"1","Pure transmission","0",12,"seed græsgrøn",50,50,37,38,108,115,136.5,117.98,21.5,116.090712742981,7,1
"132","6606",5,"seed mustard","Danish","23","male","DanskEngelsk",16909,"1","Pure transmission","0",12,"seed sennepsgul",50,50,50,43,53,56,62.4,49.85,6.4,50.996015936255,3,7
"133","664l",4,"seed grass green","English","23","female","Polish",15744,"1","Pure transmission","0",2,"seed grass green",50,50,51,52,113,118,136.5,117.98,18.5,99.8920086393089,5,1
"134","664l",3,"seed mustard","English","23","female","Polish",3138,"1","Pure transmission","0",2,"seed mustard",50,50,62,78,39,38,62.4,49.85,24.4,194.422310756972,1,16
"135","664l",4,"seed ocean blue","English","23","female","Polish",9422,"1","Pure transmission","0",2,"seed ocean blue",50,50,70,70,181,183,193.6,179.34,10.6,74.3338008415147,2,0
"136","664l",5,"seed dark rose","English","23","female","Polish",17452,"1","Pure transmission","0",2,"seed dark rose",50,50,62,65,310,311,372.2,327.55,61.2,137.066069428891,1,3
"137","6bgr",5,"seed mustard","Danish","25","female","Dansk",6463,"1","Pure transmission","4",13,"seed sennepsgul",50,50,49,49,59,61,62.4,49.85,1.4,11.1553784860558,2,0
"138","6bgr",4,"seed grass green","Danish","25","female","Dansk",13460,"1","Pure transmission","4",13,"seed græsgrøn",50,50,57,62,133,135,136.5,117.98,1.5,8.09935205183585,2,5
"139","6bgr",5,"seed dark rose","Danish","25","female","Dansk",15066,"1","Pure transmission","4",13,"seed mørk rosa",50,50,50,58,315,305,372.2,327.55,67.2,150.5039193729,10,8
"140","6bgr",5,"seed ocean blue","Danish","25","female","Dansk",12671,"1","Pure transmission","4",13,"seed havblå",50,50,53,54,185,186,193.6,179.34,7.59999999999999,53.2959326788219,1,1
"141","6d65",5,"seed dark rose","Danish","32","female","dansk",20358,"1","Pure transmission","1",11,"seed mørk rosa",50,50,60,61,312,316,372.2,327.55,56.2,125.867861142217,4,1
"142","6d65",5,"seed mustard","Danish","32","female","dansk",45668,"1","Pure transmission","1",11,"seed sennepsgul",50,50,58,59,37,35,62.4,49.85,27.4,218.326693227092,2,1
"143","6d65",5,"seed ocean blue","Danish","32","female","dansk",22529,"1","Pure transmission","1",11,"seed havblå",50,50,77,82,180,182,193.6,179.34,11.6,81.3464235624124,2,5
"144","6d65",5,"seed grass green","Danish","32","female","dansk",43948,"1","Pure transmission","1",11,"seed græsgrøn",50,50,73,74,143,142,136.5,117.98,-5.5,-29.6976241900648,1,1
"145","6g9f",5,"seed dark rose","Danish","23","female","Dansk",25541,"2","Naming transmission","4",1,"seed mørk rosa",50,50,47,47,328,321,372.2,327.55,51.2,114.669652855543,7,0
"146","6g9f",4,"seed ocean blue","Danish","23","female","Dansk",20368,"2","Naming transmission","4",1,"seed havblå",50,50,73,88,182,184,193.6,179.34,9.59999999999999,67.3211781206171,2,15
"147","6g9f",6,"seed mustard","Danish","23","female","Dansk",10334,"2","Naming transmission","4",1,"seed sennepsgul",50,50,50,45,53,55,62.4,49.85,7.4,58.9641434262948,2,5
"148","6g9f",5,"seed grass green","Danish","23","female","Dansk",11847,"2","Naming transmission","4",1,"seed græsgrøn",50,50,66,62,120,112,136.5,117.98,24.5,132.289416846652,8,4
"149","6w76",4,"seed grass green","Danish","40","male","Dansk",29023,"1","Pure transmission","0",8,"seed græsgrøn",50,50,74,68,132,113,136.5,117.98,23.5,126.889848812095,19,6
"150","6w76",4,"seed ocean blue","Danish","40","male","Dansk",8931,"1","Pure transmission","0",8,"seed havblå",50,50,65,62,194,193,193.6,179.34,0.599999999999994,4.20757363253853,1,3
"151","6w76",4,"seed dark rose","Danish","40","male","Dansk",21994,"1","Pure transmission","0",8,"seed mørk rosa",50,50,90,80,293,295,372.2,327.55,77.2,172.900335946249,2,10
"152","6w76",4,"seed mustard","Danish","40","male","Dansk",36592,"1","Pure transmission","0",8,"seed sennepsgul",50,50,68,64,58,55,62.4,49.85,7.4,58.9641434262948,3,4
"153","7t79",5,"seed dark rose","Danish","74","female","dansk",14898,"1","Pure transmission","0",3,"seed mørk rosa",50,50,65,63,319,320,372.2,327.55,52.2,116.909294512878,1,2
"154","7t79",5,"seed mustard","Danish","74","female","dansk",12402,"1","Pure transmission","0",3,"seed sennepsgul",50,50,65,58,55,60,62.4,49.85,2.4,19.1235059760956,5,7
"155","7t79",4,"seed ocean blue","Danish","74","female","dansk",26925,"1","Pure transmission","0",3,"seed havblå",50,50,60,56,182,190,193.6,179.34,3.59999999999999,25.2454417952314,8,4
"156","7t79",5,"seed grass green","Danish","74","female","dansk",19148,"1","Pure transmission","0",3,"seed græsgrøn",50,50,75,68,132,100,136.5,117.98,36.5,197.084233261339,32,7
"157","7zbg",5,"seed ocean blue","Danish","25","male","Dansk",27996,"2","Naming transmission","3",12,"seed havblå",50,50,54,65,181,182,193.6,179.34,11.6,81.3464235624124,1,11
"158","7zbg",5,"seed dark rose","Danish","25","male","Dansk",39214,"2","Naming transmission","3",12,"seed mørk rosa",50,50,66,54,296,300,372.2,327.55,72.2,161.702127659575,4,12
"159","7zbg",4,"seed mustard","Danish","25","male","Dansk",27280,"2","Naming transmission","3",12,"seed sennepsgul",50,50,40,46,53,59,62.4,49.85,3.4,27.0916334661355,6,6
"160","7zbg",4,"seed grass green","Danish","25","male","Dansk",15916,"2","Naming transmission","3",12,"seed græsgrøn",50,50,56,69,128,111,136.5,117.98,25.5,137.68898488121,17,13
"161","80cs",6,"seed ocean blue","Danish","21","male","Dansk",30315,"1","Pure transmission","0",1,"seed havblå",50,50,64,52,179,180,193.6,179.34,13.6,95.3716690042076,1,12
"162","80cs",5,"seed grass green","Danish","21","male","Dansk",24091,"1","Pure transmission","0",1,"seed græsgrøn",50,50,61,62,113,117,136.5,117.98,19.5,105.291576673866,4,1
"163","80cs",5,"seed mustard","Danish","21","male","Dansk",12264,"1","Pure transmission","0",1,"seed sennepsgul",50,50,62,64,50,52,62.4,49.85,10.4,82.8685258964144,2,2
"164","80cs",4,"seed dark rose","Danish","21","male","Dansk",22514,"1","Pure transmission","0",1,"seed mørk rosa",50,50,65,59,327,327,372.2,327.55,45.2,101.231802911534,0,6
"165","839z",1,"seed dark rose","Danish","23","male","Dansk",6032,"2","Naming transmission","0",3,"seed mørk rosa",50,50,40,57,322,315,372.2,327.55,57.2,128.107502799552,7,17
"166","839z",5,"seed ocean blue","Danish","23","male","Dansk",19681,"2","Naming transmission","0",3,"seed havblå",50,50,29,35,180,180,193.6,179.34,13.6,95.3716690042076,0,6
"167","839z",5,"seed mustard","Danish","23","male","Dansk",8608,"2","Naming transmission","0",3,"seed sennepsgul",50,50,37,37,49,53,62.4,49.85,9.4,74.9003984063745,4,0
"168","839z",5,"seed grass green","Danish","23","male","Dansk",9104,"2","Naming transmission","0",3,"seed græsgrøn",50,50,34,36,113,115,136.5,117.98,21.5,116.090712742981,2,2
"169","88a9",5,"seed ocean blue","English","26","male","Greek",24862,"2","Naming transmission","0",10,"seed ocean blue",50,50,77,66,189,192,193.6,179.34,1.59999999999999,11.2201963534362,3,11
"170","88a9",5,"seed mustard","English","26","male","Greek",30605,"2","Naming transmission","0",10,"seed mustard",50,50,55,35,45,43,62.4,49.85,19.4,154.581673306773,2,20
"171","88a9",6,"seed dark rose","English","26","male","Greek",8071,"2","Naming transmission","0",10,"seed dark rose",50,50,64,56,308,306,372.2,327.55,66.2,148.264277715566,2,8
"172","88a9",6,"seed grass green","English","26","male","Greek",33359,"2","Naming transmission","0",10,"seed grass green",50,50,55,42,113,121,136.5,117.98,15.5,83.6933045356372,8,13
"173","8m5n",5,"seed dark rose","Danish","31","female","Dansk",14990,"2","Naming transmission","1",14,"seed mørk rosa",50,50,80,53,291,297,372.2,327.55,75.2,168.421052631579,6,27
"174","8m5n",4,"seed grass green","Danish","31","female","Dansk",41838,"2","Naming transmission","1",14,"seed græsgrøn",50,50,43,48,110,115,136.5,117.98,21.5,116.090712742981,5,5
"175","8m5n",6,"seed ocean blue","Danish","31","female","Dansk",9122,"2","Naming transmission","1",14,"seed havblå",50,50,46,46,172,173,193.6,179.34,20.6,144.460028050491,1,0
"176","8m5n",5,"seed mustard","Danish","31","female","Dansk",10597,"2","Naming transmission","1",14,"seed sennepsgul",50,50,41,43,58,60,62.4,49.85,2.4,19.1235059760956,2,2
"177","8osq",5,"seed grass green","Danish","38","female","Dansk",8739,"1","Pure transmission","0",11,"seed græsgrøn",50,50,64,37,114,108,136.5,117.98,28.5,153.887688984881,6,27
"178","8osq",5,"seed ocean blue","Danish","38","female","Dansk",12002,"1","Pure transmission","0",11,"seed havblå",50,50,62,76,196,198,193.6,179.34,-4.40000000000001,-30.8555399719496,2,14
"179","8osq",5,"seed mustard","Danish","38","female","Dansk",7478,"1","Pure transmission","0",11,"seed sennepsgul",50,50,51,50,60,53,62.4,49.85,9.4,74.9003984063745,7,1
"180","8osq",5,"seed dark rose","Danish","38","female","Dansk",21559,"1","Pure transmission","0",11,"seed mørk rosa",50,50,58,54,299,307,372.2,327.55,65.2,146.024636058231,8,4
"181","8v88",6,"seed ocean blue","Danish","37","female","Svensk",24877,"1","Pure transmission","0",0,"seed havblå",50,50,60,64,179.34,179,193.6,179.34,14.6,102.384291725105,0.340000000000003,4
"182","8v88",5,"seed grass green","Danish","37","female","Svensk",24717,"1","Pure transmission","0",0,"seed græsgrøn",50,50,60,61,117.98,113,136.5,117.98,23.5,126.889848812095,4.98,1
"183","8v88",6,"seed dark rose","Danish","37","female","Svensk",12311,"1","Pure transmission","0",0,"seed mørk rosa",50,50,60,65,327.55,327,372.2,327.55,45.2,101.231802911534,0.550000000000011,5
"184","8v88",6,"seed mustard","Danish","37","female","Svensk",9064,"1","Pure transmission","0",0,"seed sennepsgul",50,50,60,62,49.85,50,62.4,49.85,12.4,98.804780876494,0.149999999999999,2
"185","8z38",6,"seed ocean blue","Danish","22","male","Dansk",18270,"2","Naming transmission","0",6,"seed havblå",50,50,40,39,185,187,193.6,179.34,6.59999999999999,46.2833099579243,2,1
"186","8z38",4,"seed dark rose","Danish","22","male","Dansk",19165,"2","Naming transmission","0",6,"seed mørk rosa",50,50,58,82,309,291,372.2,327.55,81.2,181.858902575588,18,24
"187","8z38",6,"seed mustard","Danish","22","male","Dansk",6470,"2","Naming transmission","0",6,"seed sennepsgul",50,50,38,43,51,52,62.4,49.85,10.4,82.8685258964144,1,5
"188","8z38",4,"seed grass green","Danish","22","male","Dansk",15010,"2","Naming transmission","0",6,"seed græsgrøn",50,50,40,59,109,107,136.5,117.98,29.5,159.287257019438,2,19
"189","93q5",2,"seed mustard","English","30","female","Ukrainian",26485,"2","Naming transmission","0",9,"seed mustard",50,50,42,55,50,45,62.4,49.85,17.4,138.645418326693,5,13
"190","93q5",2,"seed ocean blue","English","30","female","Ukrainian",22830,"2","Naming transmission","0",9,"seed ocean blue",50,50,57,77,186,189,193.6,179.34,4.59999999999999,32.258064516129,3,20
"191","93q5",2,"seed grass green","English","30","female","Ukrainian",13019,"2","Naming transmission","0",9,"seed grass green",50,50,55,55,133,113,136.5,117.98,23.5,126.889848812095,20,0
"192","93q5",4,"seed dark rose","English","30","female","Ukrainian",9022,"2","Naming transmission","0",9,"seed dark rose",50,50,60,64,302,308,372.2,327.55,64.2,143.784994400896,6,4
"193","94an",0,"seed dark rose","Danish","26","female","Dansk",5545,"1","Pure transmission","2",4,"seed mørk rosa",50,50,50,27,326,311,372.2,327.55,61.2,137.066069428891,15,23
"194","94an",5,"seed grass green","Danish","26","female","Dansk",8734,"1","Pure transmission","2",4,"seed græsgrøn",50,50,66,69,124,126,136.5,117.98,10.5,56.695464362851,2,3
"195","94an",5,"seed ocean blue","Danish","26","female","Dansk",21925,"1","Pure transmission","2",4,"seed havblå",50,50,63,60,180,180,193.6,179.34,13.6,95.3716690042076,0,3
"196","94an",3,"seed mustard","Danish","26","female","Dansk",22018,"1","Pure transmission","2",4,"seed sennepsgul",50,50,63,74,50,47,62.4,49.85,15.4,122.709163346614,3,11
"197","95ap",5,"seed ocean blue","Danish","25","male","dansk",10267,"1","Pure transmission","4",9,"seed havblå",50,50,59,66,179,179,193.6,179.34,14.6,102.384291725105,0,7
"198","95ap",5,"seed grass green","Danish","25","male","dansk",13482,"1","Pure transmission","4",9,"seed græsgrøn",50,50,61,58,129,118,136.5,117.98,18.5,99.8920086393089,11,3
"199","95ap",5,"seed mustard","Danish","25","male","dansk",31088,"1","Pure transmission","4",9,"seed sennepsgul",50,50,54,61,55,53,62.4,49.85,9.4,74.9003984063745,2,7
"200","95ap",4,"seed dark rose","Danish","25","male","dansk",29002,"1","Pure transmission","4",9,"seed mørk rosa",50,50,80,75,317,327,372.2,327.55,45.2,101.231802911534,10,5
"201","9hdc",4,"seed mustard","Danish","23","male","Dansk",22855,"2","Naming transmission","4",14,"seed sennepsgul",50,50,74,60,66,63,62.4,49.85,-0.600000000000001,-4.78087649402392,3,14
"202","9hdc",2,"seed grass green","Danish","23","male","Dansk",14724,"2","Naming transmission","4",14,"seed græsgrøn",50,50,52,73,118,111,136.5,117.98,25.5,137.68898488121,7,21
"203","9hdc",5,"seed dark rose","Danish","23","male","Dansk",20652,"2","Naming transmission","4",14,"seed mørk rosa",50,50,77,56,299,309,372.2,327.55,63.2,141.545352743561,10,21
"204","9hdc",2,"seed ocean blue","Danish","23","male","Dansk",25978,"2","Naming transmission","4",14,"seed havblå",50,50,71,57,181,178,193.6,179.34,15.6,109.396914446003,3,14
"205","9lvh",6,"seed grass green","Danish","28","female","Dansk",2447,"2","Naming transmission","2",6,"seed græsgrøn",50,50,64,70,105,119,136.5,117.98,17.5,94.4924406047516,14,6
"206","9lvh",5,"seed ocean blue","Danish","28","female","Dansk",12543,"2","Naming transmission","2",6,"seed havblå",50,50,57,48,178,183,193.6,179.34,10.6,74.3338008415147,5,9
"207","9lvh",5,"seed dark rose","Danish","28","female","Dansk",11451,"2","Naming transmission","2",6,"seed mørk rosa",50,50,60,46,315,319,372.2,327.55,53.2,119.148936170213,4,14
"208","9lvh",5,"seed mustard","Danish","28","female","Dansk",9299,"2","Naming transmission","2",6,"seed sennepsgul",50,50,65,70,46,40,62.4,49.85,22.4,178.486055776892,6,5
"209","9s0s",6,"seed ocean blue","Danish","41","male","Dansk",35502,"1","Pure transmission","0",13,"seed havblå",50,50,67,66,196,199,193.6,179.34,-5.40000000000001,-37.8681626928472,3,1
"210","9s0s",5,"seed dark rose","Danish","41","male","Dansk",4888,"1","Pure transmission","0",13,"seed mørk rosa",50,50,52,84,298,296,372.2,327.55,76.2,170.660694288914,2,32
"211","9s0s",6,"seed mustard","Danish","41","male","Dansk",3311,"1","Pure transmission","0",13,"seed sennepsgul",50,50,43,34,56,59,62.4,49.85,3.4,27.0916334661355,3,9
"212","9s0s",6,"seed grass green","Danish","41","male","Dansk",13083,"1","Pure transmission","0",13,"seed græsgrøn",50,50,38,42,115,109,136.5,117.98,27.5,148.488120950324,6,4
"213","9zhk",4,"seed ocean blue","Danish","41","female","Dansk",30489,"2","Naming transmission","0",8,"seed havblå",50,50,43,42,186,184,193.6,179.34,9.59999999999999,67.3211781206171,2,1
"214","9zhk",4,"seed dark rose","Danish","41","female","Dansk",19033,"2","Naming transmission","0",8,"seed mørk rosa",50,50,63,53,292,295,372.2,327.55,77.2,172.900335946249,3,10
"215","9zhk",3,"seed mustard","Danish","41","female","Dansk",56869,"2","Naming transmission","0",8,"seed sennepsgul",50,50,63,56,52,56,62.4,49.85,6.4,50.996015936255,4,7
"216","9zhk",3,"seed grass green","Danish","41","female","Dansk",90005,"2","Naming transmission","0",8,"seed græsgrøn",50,50,48,63,107,127,136.5,117.98,9.5,51.2958963282938,20,15
"217","a4we",5,"seed mustard","Danish","23","male","Dansk",28053,"2","Naming transmission","1",6,"seed sennepsgul",50,50,39,41,49,46,62.4,49.85,16.4,130.677290836653,3,2
"218","a4we",6,"seed grass green","Danish","23","male","Dansk",4917,"2","Naming transmission","1",6,"seed græsgrøn",50,50,59,59,99,107,136.5,117.98,29.5,159.287257019438,8,0
"219","a4we",6,"seed dark rose","Danish","23","male","Dansk",10633,"2","Naming transmission","1",6,"seed mørk rosa",50,50,62,63,330,334,372.2,327.55,38.2,85.5543113101904,4,1
"220","a4we",6,"seed ocean blue","Danish","23","male","Dansk",10044,"2","Naming transmission","1",6,"seed havblå",50,50,50,44,179,181,193.6,179.34,12.6,88.35904628331,2,6
"221","a5pw",3,"seed ocean blue","Danish","29","male","dansk",29375,"1","Pure transmission","2",1,"seed havblå",50,50,60,46,179,179,193.6,179.34,14.6,102.384291725105,0,14
