"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Unique_hue","Seed","Dif","RHAD","Error_rate_hue","Error_rate_sat"
"591","uktv",5,"seed dark rose","Danish","23","female","dansk",13236,"2","Naming transmission","4",13,"seed mørk rosa",50,50,63,77,309,299,372.2,327.55,73.2,163.941769316909,10,14
"592","uktv",5,"seed grass green","Danish","23","female","dansk",16118,"2","Naming transmission","4",13,"seed græsgrøn",50,50,69,52,113,118,136.5,117.98,18.5,99.8920086393089,5,17
"593","uwaz",5,"seed dark rose","Danish","39","female","dansker",15728,"2","Naming transmission","2",5,"seed mørk rosa",50,50,66,60,315,315,372.2,327.55,57.2,128.107502799552,0,6
"594","uwaz",5,"seed grass green","Danish","39","female","dansker",20902,"2","Naming transmission","2",5,"seed græsgrøn",50,50,59,64,113,105,136.5,117.98,31.5,170.086393088553,8,5
"595","uwaz",3,"seed mustard","Danish","39","female","dansker",46037,"2","Naming transmission","2",5,"seed sennepsgul",50,50,76,65,46,46,62.4,49.85,16.4,130.677290836653,0,11
"596","uwaz",0,"seed ocean blue","Danish","39","female","dansker",90002,"2","Naming transmission","2",5,"seed havblå",50,50,70,57,183,178,193.6,179.34,15.6,109.396914446003,5,13
"597","uzbn",6,"seed mustard","Danish","21","female","dansk",21976,"1","Pure transmission","3",9,"seed sennepsgul",50,50,55,51,51,52,62.4,49.85,10.4,82.8685258964144,1,4
"598","uzbn",6,"seed dark rose","Danish","21","female","dansk",12542,"1","Pure transmission","3",9,"seed mørk rosa",50,50,42,46,318,314,372.2,327.55,58.2,130.347144456887,4,4
"599","uzbn",5,"seed grass green","Danish","21","female","dansk",35410,"1","Pure transmission","3",9,"seed græsgrøn",50,50,51,60,127,130,136.5,117.98,6.5,35.097192224622,3,9
"600","uzbn",6,"seed ocean blue","Danish","21","female","dansk",9715,"1","Pure transmission","3",9,"seed havblå",50,50,27,33,181,179,193.6,179.34,14.6,102.384291725105,2,6
"601","v4er",5,"seed ocean blue","Danish","26","male","dansk",7689,"1","Pure transmission","1",0,"seed havblå",50,50,60,59,179.34,182,193.6,179.34,11.6,81.3464235624124,2.66,1
"602","v4er",5,"seed grass green","Danish","26","male","dansk",10300,"1","Pure transmission","1",0,"seed græsgrøn",50,50,60,60,117.98,114,136.5,117.98,22.5,121.490280777538,3.98,0
"603","v4er",5,"seed mustard","Danish","26","male","dansk",6080,"1","Pure transmission","1",0,"seed sennepsgul",50,50,60,55,49.85,45,62.4,49.85,17.4,138.645418326693,4.85,5
"604","v4er",5,"seed dark rose","Danish","26","male","dansk",9142,"1","Pure transmission","1",0,"seed mørk rosa",50,50,60,64,327.55,314,372.2,327.55,58.2,130.347144456887,13.55,4
"605","v83p",5,"seed ocean blue","Danish","23","male","Dansk",14647,"2","Naming transmission","1",9,"seed havblå",50,50,83,64,178,178,193.6,179.34,15.6,109.396914446003,0,19
"606","v83p",5,"seed grass green","Danish","23","male","Dansk",10190,"2","Naming transmission","1",9,"seed græsgrøn",50,50,56,46,142,135,136.5,117.98,1.5,8.09935205183585,7,10
"607","v83p",5,"seed mustard","Danish","23","male","Dansk",22962,"2","Naming transmission","1",9,"seed sennepsgul",50,50,28,36,56,54,62.4,49.85,8.4,66.9322709163347,2,8
"608","v83p",5,"seed dark rose","Danish","23","male","Dansk",14856,"2","Naming transmission","1",9,"seed mørk rosa",50,50,54,62,318,316,372.2,327.55,56.2,125.867861142217,2,8
"609","vnhp",4,"seed dark rose","English","23","male","Russian",50678,"1","Pure transmission","0",3,"seed dark rose",50,50,65,61,311,314,372.2,327.55,58.2,130.347144456887,3,4
"610","vnhp",4,"seed ocean blue","English","23","male","Russian",17990,"1","Pure transmission","0",3,"seed ocean blue",50,50,70,69,183,185,193.6,179.34,8.59999999999999,60.3085553997195,2,1
"611","vnhp",4,"seed grass green","English","23","male","Russian",12837,"1","Pure transmission","0",3,"seed grass green",50,50,52,59,118,114,136.5,117.98,22.5,121.490280777538,4,7
"612","vnhp",5,"seed mustard","English","23","male","Russian",33751,"1","Pure transmission","0",3,"seed mustard",50,50,78,70,38,37,62.4,49.85,25.4,202.390438247012,1,8
"613","vqk6",5,"seed dark rose","Danish","22","male","Dansk",90003,"1","Pure transmission","1",2,"seed mørk rosa",50,50,64,75,300,298,372.2,327.55,74.2,166.181410974244,2,11
"614","vqk6",4,"seed mustard","Danish","22","male","Dansk",90008,"1","Pure transmission","1",2,"seed sennepsgul",50,50,67,65,46,47,62.4,49.85,15.4,122.709163346614,1,2
"615","vqk6",0,"seed grass green","Danish","22","male","Dansk",90004,"1","Pure transmission","1",2,"seed græsgrøn",50,50,65,71,135,131,136.5,117.98,5.5,29.6976241900648,4,6
"616","vqk6",1,"seed ocean blue","Danish","22","male","Dansk",90002,"1","Pure transmission","1",2,"seed havblå",50,50,76,76,180,182,193.6,179.34,11.6,81.3464235624124,2,0
"617","vxj2",5,"seed grass green","Danish","24","female","somalisk",14544,"1","Pure transmission","3",13,"seed græsgrøn",50,50,66,60,86,84,136.5,117.98,52.5,283.477321814255,2,6
"618","vxj2",5,"seed dark rose","Danish","24","female","somalisk",12960,"1","Pure transmission","3",13,"seed mørk rosa",50,50,44,50,310,314,372.2,327.55,58.2,130.347144456887,4,6
"619","vxj2",4,"seed ocean blue","Danish","24","female","somalisk",25640,"1","Pure transmission","3",13,"seed havblå",50,50,60,52,186,185,193.6,179.34,8.59999999999999,60.3085553997195,1,8
"620","vxj2",6,"seed mustard","Danish","24","female","somalisk",8887,"1","Pure transmission","3",13,"seed sennepsgul",50,50,64,61,55,56,62.4,49.85,6.4,50.996015936255,1,3
"621","wdf1",2,"seed dark rose","Danish","21","female","Dansk",31930,"2","Naming transmission","0",10,"seed mørk rosa",50,50,52,76,307,306,372.2,327.55,66.2,148.264277715566,1,24
"622","wdf1",3,"seed mustard","Danish","21","female","Dansk",21362,"2","Naming transmission","0",10,"seed sennepsgul",50,50,57,61,57,56,62.4,49.85,6.4,50.996015936255,1,4
"623","wdf1",3,"seed ocean blue","Danish","21","female","Dansk",22114,"2","Naming transmission","0",10,"seed havblå",50,50,42,54,183,181,193.6,179.34,12.6,88.35904628331,2,12
"624","wdf1",4,"seed grass green","Danish","21","female","Dansk",15991,"2","Naming transmission","0",10,"seed græsgrøn",50,50,76,74,131,115,136.5,117.98,21.5,116.090712742981,16,2
"625","wfl9",6,"seed dark rose","Danish","33","male","Dansk",18838,"2","Naming transmission","1",4,"seed mørk rosa",50,50,83,72,317,322,372.2,327.55,50.2,112.430011198208,5,11
"626","wfl9",5,"seed grass green","Danish","33","male","Dansk",11824,"2","Naming transmission","1",4,"seed græsgrøn",50,50,67,72,108,97,136.5,117.98,39.5,213.282937365011,11,5
"627","wfl9",6,"seed ocean blue","Danish","33","male","Dansk",18800,"2","Naming transmission","1",4,"seed havblå",50,50,62,60,182,182,193.6,179.34,11.6,81.3464235624124,0,2
"628","wfl9",5,"seed mustard","Danish","33","male","Dansk",15907,"2","Naming transmission","1",4,"seed sennepsgul",50,50,57,57,47,50,62.4,49.85,12.4,98.804780876494,3,0
"629","wlm8",4,"seed grass green","Danish","31","male","Dansk",13251,"1","Pure transmission","1",3,"seed græsgrøn",50,50,71,71,131,106,136.5,117.98,30.5,164.686825053996,25,0
"630","wlm8",3,"seed dark rose","Danish","31","male","Dansk",11875,"1","Pure transmission","1",3,"seed mørk rosa",50,50,75,57,298,301,372.2,327.55,71.2,159.46248600224,3,18
"631","wlm8",4,"seed ocean blue","Danish","31","male","Dansk",7868,"1","Pure transmission","1",3,"seed havblå",50,50,76,69,182,179,193.6,179.34,14.6,102.384291725105,3,7
"632","wlm8",6,"seed mustard","Danish","31","male","Dansk",8138,"1","Pure transmission","1",3,"seed sennepsgul",50,50,65,65,47,44,62.4,49.85,18.4,146.613545816733,3,0
"633","wqe4",5,"seed grass green","Danish","20","male","Dansk",20860,"2","Naming transmission","2",0,"seed græsgrøn",50,50,60,62,117.98,103,136.5,117.98,33.5,180.885529157667,14.98,2
"634","wqe4",6,"seed ocean blue","Danish","20","male","Dansk",9553,"2","Naming transmission","2",0,"seed havblå",50,50,60,51,179.34,177,193.6,179.34,16.6,116.4095371669,2.34,9
"635","wqe4",3,"seed dark rose","Danish","20","male","Dansk",19141,"2","Naming transmission","2",0,"seed mørk rosa",50,50,60,64,327.55,321,372.2,327.55,51.2,114.669652855543,6.55000000000001,4
"636","wqe4",6,"seed mustard","Danish","20","male","Dansk",8341,"2","Naming transmission","2",0,"seed sennepsgul",50,50,60,60,49.85,52,62.4,49.85,10.4,82.8685258964144,2.15,0
"637","wwoa",5,"seed grass green","Danish","28","female","Dansk",25422,"2","Naming transmission","4",9,"seed græsgrøn",50,50,68,63,100,97,136.5,117.98,39.5,213.282937365011,3,5
"638","wwoa",4,"seed mustard","Danish","28","female","Dansk",45241,"2","Naming transmission","4",9,"seed sennepsgul",50,50,38,45,70,68,62.4,49.85,-5.6,-44.6215139442231,2,7
"639","wwoa",5,"seed dark rose","Danish","28","female","Dansk",21606,"2","Naming transmission","4",9,"seed mørk rosa",50,50,55,55,313,309,372.2,327.55,63.2,141.545352743561,4,0
"640","wwoa",4,"seed ocean blue","Danish","28","female","Dansk",50300,"2","Naming transmission","4",9,"seed havblå",50,50,62,69,187,187,193.6,179.34,6.59999999999999,46.2833099579243,0,7
"641","x18e",6,"seed dark rose","Danish","26","male","Dansk",10591,"1","Pure transmission","3",11,"seed mørk rosa",50,50,41,39,308,309,372.2,327.55,63.2,141.545352743561,1,2
"642","x18e",6,"seed mustard","Danish","26","male","Dansk",7123,"1","Pure transmission","3",11,"seed sennepsgul",50,50,48,44,56,57,62.4,49.85,5.4,43.0278884462151,1,4
"643","x18e",5,"seed ocean blue","Danish","26","male","Dansk",27539,"1","Pure transmission","3",11,"seed havblå",50,50,34,48,186,186,193.6,179.34,7.59999999999999,53.2959326788219,0,14
"644","x18e",5,"seed grass green","Danish","26","male","Dansk",31059,"1","Pure transmission","3",11,"seed græsgrøn",50,50,61,66,130,116,136.5,117.98,20.5,110.691144708423,14,5
"645","x301",6,"seed ocean blue","Danish","50","male","dansk",15399,"2","Naming transmission","1",13,"seed havblå",50,50,53,46,169,172,193.6,179.34,21.6,151.472650771389,3,7
"646","x301",6,"seed mustard","Danish","50","male","dansk",8904,"2","Naming transmission","1",13,"seed sennepsgul",50,50,46,41,54,58,62.4,49.85,4.4,35.0597609561753,4,5
"647","x301",6,"seed grass green","Danish","50","male","dansk",12104,"2","Naming transmission","1",13,"seed græsgrøn",50,50,46,43,119,110,136.5,117.98,26.5,143.088552915767,9,3
"648","x301",4,"seed dark rose","Danish","50","male","dansk",31651,"2","Naming transmission","1",13,"seed mørk rosa",50,50,62,80,307,291,372.2,327.55,81.2,181.858902575588,16,18
"649","x4cg",5,"seed dark rose","Danish","32","male","dansk",32943,"2","Naming transmission","0",5,"seed mørk rosa",50,50,50,58,313,309,372.2,327.55,63.2,141.545352743561,4,8
"650","x4cg",4,"seed mustard","Danish","32","male","dansk",42616,"2","Naming transmission","0",5,"seed sennepsgul",50,50,36,38,54,51,62.4,49.85,11.4,90.8366533864542,3,2
"651","x4cg",5,"seed grass green","Danish","32","male","dansk",29460,"2","Naming transmission","0",5,"seed græsgrøn",50,50,39,40,116,109,136.5,117.98,27.5,148.488120950324,7,1
"652","x4cg",5,"seed ocean blue","Danish","32","male","dansk",29038,"2","Naming transmission","0",5,"seed havblå",50,50,41,40,185,185,193.6,179.34,8.59999999999999,60.3085553997195,0,1
"653","xd2r",4,"seed dark rose","Danish","33","female","dansk",35721,"1","Pure transmission","3",10,"seed mørk rosa",50,50,46,41,314,308,372.2,327.55,64.2,143.784994400896,6,5
"654","xd2r",6,"seed grass green","Danish","33","female","dansk",4400,"1","Pure transmission","3",10,"seed græsgrøn",50,50,60,61,130,130,136.5,117.98,6.5,35.097192224622,0,1
"655","xd2r",5,"seed mustard","Danish","33","female","dansk",17332,"1","Pure transmission","3",10,"seed sennepsgul",50,50,51,48,52,56,62.4,49.85,6.4,50.996015936255,4,3
"656","xd2r",5,"seed ocean blue","Danish","33","female","dansk",14430,"1","Pure transmission","3",10,"seed havblå",50,50,33,34,179,186,193.6,179.34,7.59999999999999,53.2959326788219,7,1
"657","xfrb",5,"seed mustard","English","30","male","German",9984,"1","Pure transmission","0",8,"seed mustard",50,50,59,53,24,13,62.4,49.85,49.4,393.625498007968,11,6
"658","xfrb",5,"seed ocean blue","English","30","male","German",25472,"1","Pure transmission","0",8,"seed ocean blue",50,50,69,82,182,196,193.6,179.34,-2.40000000000001,-16.8302945301543,14,13
"659","xfrb",6,"seed grass green","English","30","male","German",3051,"1","Pure transmission","0",8,"seed grass green",50,50,73,73,112,123,136.5,117.98,13.5,72.8941684665227,11,0
"660","xfrb",5,"seed dark rose","English","30","male","German",4591,"1","Pure transmission","0",8,"seed dark rose",50,50,66,59,311,313,372.2,327.55,59.2,132.586786114222,2,7
"661","xh1c",5,"seed grass green","English","23","male","Czech",5710,"1","Pure transmission","0",0,"seed grass green",50,50,60,67,117.98,124,136.5,117.98,12.5,67.4946004319655,6.02,7
"662","xh1c",5,"seed dark rose","English","23","male","Czech",5140,"1","Pure transmission","0",0,"seed dark rose",50,50,60,70,327.55,321,372.2,327.55,51.2,114.669652855543,6.55000000000001,10
"663","xh1c",4,"seed mustard","English","23","male","Czech",8194,"1","Pure transmission","0",0,"seed mustard",50,50,60,57,49.85,46,62.4,49.85,16.4,130.677290836653,3.85,3
"664","xh1c",5,"seed ocean blue","English","23","male","Czech",6247,"1","Pure transmission","0",0,"seed ocean blue",50,50,60,71,179.34,181,193.6,179.34,12.6,88.35904628331,1.66,11
"665","xktj",4,"seed mustard","Danish","24","male","Albansk",38185,"1","Pure transmission","0",9,"seed sennepsgul",50,50,64,50,55,58,62.4,49.85,4.4,35.0597609561753,3,14
"666","xktj",4,"seed ocean blue","Danish","24","male","Albansk",10940,"1","Pure transmission","0",9,"seed havblå",50,50,62,61,193,196,193.6,179.34,-2.40000000000001,-16.8302945301543,3,1
"667","xktj",6,"seed dark rose","Danish","24","male","Albansk",20838,"1","Pure transmission","0",9,"seed mørk rosa",50,50,80,60,295,301,372.2,327.55,71.2,159.46248600224,6,20
"668","xktj",6,"seed grass green","Danish","24","male","Albansk",12258,"1","Pure transmission","0",9,"seed græsgrøn",50,50,68,74,113,121,136.5,117.98,15.5,83.6933045356372,8,6
"669","xt94",5,"seed dark rose","Danish","27","male","Dansk",10738,"1","Pure transmission","0",7,"seed mørk rosa",50,50,44,90,324,293,372.2,327.55,79.2,177.379619260918,31,46
"670","xt94",5,"seed mustard","Danish","27","male","Dansk",12218,"1","Pure transmission","0",7,"seed sennepsgul",50,50,59,68,61,58,62.4,49.85,4.4,35.0597609561753,3,9
"671","xt94",6,"seed ocean blue","Danish","27","male","Dansk",9069,"1","Pure transmission","0",7,"seed havblå",50,50,67,65,193,194,193.6,179.34,-0.400000000000006,-2.80504908835909,1,2
"672","xt94",5,"seed grass green","Danish","27","male","Dansk",11238,"1","Pure transmission","0",7,"seed græsgrøn",50,50,74,74,117,132,136.5,117.98,4.5,24.2980561555076,15,0
"673","xtek",5,"seed ocean blue","Danish","21","female","dansk",10829,"1","Pure transmission","3",6,"seed havblå",50,50,41,37,181,180,193.6,179.34,13.6,95.3716690042076,1,4
"674","xtek",5,"seed dark rose","Danish","21","female","dansk",16280,"1","Pure transmission","3",6,"seed mørk rosa",50,50,41,46,327,319,372.2,327.55,53.2,119.148936170213,8,5
"675","xtek",5,"seed mustard","Danish","21","female","dansk",9256,"1","Pure transmission","3",6,"seed sennepsgul",50,50,49,53,54,53,62.4,49.85,9.4,74.9003984063745,1,4
"676","xtek",6,"seed grass green","Danish","21","female","dansk",4878,"1","Pure transmission","3",6,"seed græsgrøn",50,50,54,60,116,132,136.5,117.98,4.5,24.2980561555076,16,6
"677","xtsh",6,"seed mustard","Danish","23","male","dansk",7045,"2","Naming transmission","0",9,"seed sennepsgul",50,50,56,57,56,57,62.4,49.85,5.4,43.0278884462151,1,1
"678","xtsh",6,"seed ocean blue","Danish","23","male","dansk",5250,"2","Naming transmission","0",9,"seed havblå",50,50,42,42,184,183,193.6,179.34,10.6,74.3338008415147,1,0
"679","xtsh",5,"seed grass green","Danish","23","male","dansk",6234,"2","Naming transmission","0",9,"seed græsgrøn",50,50,63,76,127,131,136.5,117.98,5.5,29.6976241900648,4,13
"680","xtsh",5,"seed dark rose","Danish","23","male","dansk",5074,"2","Naming transmission","0",9,"seed mørk rosa",50,50,53,52,295,307,372.2,327.55,65.2,146.024636058231,12,1
"681","xz2a",3,"seed mustard","Danish","22","female","Dansk",50564,"2","Naming transmission","2",4,"seed sennepsgul",50,50,65,76,45,46,62.4,49.85,16.4,130.677290836653,1,11
"682","xz2a",4,"seed dark rose","Danish","22","female","Dansk",58146,"2","Naming transmission","2",4,"seed mørk rosa",50,50,69,66,317,315,372.2,327.55,57.2,128.107502799552,2,3
"683","xz2a",4,"seed ocean blue","Danish","22","female","Dansk",63472,"2","Naming transmission","2",4,"seed havblå",50,50,66,70,183,183,193.6,179.34,10.6,74.3338008415147,0,4
"684","xz2a",4,"seed grass green","Danish","22","female","Dansk",64947,"2","Naming transmission","2",4,"seed græsgrøn",50,50,58,59,107,113,136.5,117.98,23.5,126.889848812095,6,1
"685","y7ox",4,"seed ocean blue","Danish","60","female","dansk",43168,"2","Naming transmission","3",2,"seed havblå",50,50,70,76,179,179,193.6,179.34,14.6,102.384291725105,0,6
"686","y7ox",4,"seed dark rose","Danish","60","female","dansk",55237,"2","Naming transmission","3",2,"seed mørk rosa",50,50,66,70,327,331,372.2,327.55,41.2,92.2732362821949,4,4
"687","y7ox",4,"seed mustard","Danish","60","female","dansk",143139,"2","Naming transmission","3",2,"seed sennepsgul",50,50,40,51,53,51,62.4,49.85,11.4,90.8366533864542,2,11
"688","y7ox",4,"seed grass green","Danish","60","female","dansk",17328,"2","Naming transmission","3",2,"seed græsgrøn",50,50,53,62,129,137,136.5,117.98,-0.5,-2.69978401727862,8,9
"689","y9nw",4,"seed grass green","Danish","23","female","Dansk",10276,"1","Pure transmission","2",8,"seed græsgrøn",50,50,81,83,116,111,136.5,117.98,25.5,137.68898488121,5,2
"690","y9nw",3,"seed dark rose","Danish","23","female","Dansk",17914,"1","Pure transmission","2",8,"seed mørk rosa",50,50,38,40,303,302,372.2,327.55,70.2,157.222844344905,1,2
"691","y9nw",4,"seed mustard","Danish","23","female","Dansk",10671,"1","Pure transmission","2",8,"seed sennepsgul",50,50,57,56,47,47,62.4,49.85,15.4,122.709163346614,0,1
"692","y9nw",2,"seed ocean blue","Danish","23","female","Dansk",18162,"1","Pure transmission","2",8,"seed havblå",50,50,53,66,180,179,193.6,179.34,14.6,102.384291725105,1,13
"693","yjkj",4,"seed ocean blue","English","23","female","Danish",59755,"2","Naming transmission","0",14,"seed ocean blue",50,50,86,75,190,193,193.6,179.34,0.599999999999994,4.20757363253853,3,11
"694","yjkj",6,"seed grass green","English","23","female","Danish",20035,"2","Naming transmission","0",14,"seed grass green",50,50,61,59,141,135,136.5,117.98,1.5,8.09935205183585,6,2
"695","yjkj",6,"seed dark rose","English","23","female","Danish",11236,"2","Naming transmission","0",14,"seed dark rose",50,50,76,69,305,307,372.2,327.55,65.2,146.024636058231,2,7
"696","yjkj",6,"seed mustard","English","23","female","Danish",17509,"2","Naming transmission","0",14,"seed mustard",50,50,34,29,44,47,62.4,49.85,15.4,122.709163346614,3,5
"697","yk73",4,"seed grass green","Danish","24","male","Dansk",18043,"2","Naming transmission","2",12,"seed græsgrøn",50,50,68,68,129,119,136.5,117.98,17.5,94.4924406047516,10,0
"698","yk73",3,"seed dark rose","Danish","24","male","Dansk",27949,"2","Naming transmission","2",12,"seed mørk rosa",50,50,61,58,311,310,372.2,327.55,62.2,139.305711086226,1,3
"699","yk73",4,"seed mustard","Danish","24","male","Dansk",24090,"2","Naming transmission","2",12,"seed sennepsgul",50,50,61,75,38,42,62.4,49.85,20.4,162.549800796813,4,14
"700","yk73",2,"seed ocean blue","Danish","24","male","Dansk",25351,"2","Naming transmission","2",12,"seed havblå",50,50,87,86,184,183,193.6,179.34,10.6,74.3338008415147,1,1
"701","ywm6",3,"seed grass green","Danish","26","male","dansk",30266,"1","Pure transmission","0",4,"seed græsgrøn",50,50,68,60,100,93,136.5,117.98,43.5,234.88120950324,7,8
"702","ywm6",3,"seed mustard","Danish","26","male","dansk",17986,"1","Pure transmission","0",4,"seed sennepsgul",50,50,58,60,60,60,62.4,49.85,2.4,19.1235059760956,0,2
"703","ywm6",3,"seed dark rose","Danish","26","male","dansk",15827,"1","Pure transmission","0",4,"seed mørk rosa",50,50,63,64,320,325,372.2,327.55,47.2,105.711086226204,5,1
"704","ywm6",1,"seed ocean blue","Danish","26","male","dansk",47214,"1","Pure transmission","0",4,"seed havblå",50,50,56,51,190,193,193.6,179.34,0.599999999999994,4.20757363253853,3,5
"705","yxz1",5,"seed ocean blue","English","28","female","English",78272,"2","Naming transmission","0",7,"seed ocean blue",50,50,79,77,188,186,193.6,179.34,7.59999999999999,53.2959326788219,2,2
"706","yxz1",5,"seed mustard","English","28","female","English",8650,"2","Naming transmission","0",7,"seed mustard",50,50,55,54,49,50,62.4,49.85,12.4,98.804780876494,1,1
"707","yxz1",5,"seed dark rose","English","28","female","English",26723,"2","Naming transmission","0",7,"seed dark rose",50,50,74,53,311,312,372.2,327.55,60.2,134.826427771557,1,21
"708","yxz1",5,"seed grass green","English","28","female","English",27858,"2","Naming transmission","0",7,"seed grass green",50,50,53,53,136,133,136.5,117.98,3.5,18.8984881209503,3,0
"709","yyua",5,"seed mustard","Danish","23","female","Dansk",13519,"2","Naming transmission","2",8,"seed sennepsgul",50,50,62,78,40,45,62.4,49.85,17.4,138.645418326693,5,16
"710","yyua",5,"seed dark rose","Danish","23","female","Dansk",5401,"2","Naming transmission","2",8,"seed mørk rosa",50,50,62,84,310,311,372.2,327.55,61.2,137.066069428891,1,22
"711","yyua",5,"seed grass green","Danish","23","female","Dansk",9561,"2","Naming transmission","2",8,"seed græsgrøn",50,50,68,86,121,123,136.5,117.98,13.5,72.8941684665227,2,18
"712","yyua",4,"seed ocean blue","Danish","23","female","Dansk",16301,"2","Naming transmission","2",8,"seed havblå",50,50,45,67,183,182,193.6,179.34,11.6,81.3464235624124,1,22
"713","z9g1",5,"seed grass green","Danish","36","female","Dansk",21371,"1","Pure transmission","4",0,"seed græsgrøn",50,50,60,72,117.98,134,136.5,117.98,2.5,13.4989200863931,16.02,12
"714","z9g1",5,"seed mustard","Danish","36","female","Dansk",14492,"1","Pure transmission","4",0,"seed sennepsgul",50,50,60,64,49.85,51,62.4,49.85,11.4,90.8366533864542,1.15,4
"715","z9g1",5,"seed ocean blue","Danish","36","female","Dansk",19426,"1","Pure transmission","4",0,"seed havblå",50,50,60,55,179.34,181,193.6,179.34,12.6,88.35904628331,1.66,5
"716","z9g1",5,"seed dark rose","Danish","36","female","Dansk",9148,"1","Pure transmission","4",0,"seed mørk rosa",50,50,60,49,327.55,324,372.2,327.55,48.2,107.950727883539,3.55000000000001,11
"717","zoz9",3,"seed grass green","English","22","female","Romanian",16644,"1","Pure transmission","0",14,"seed grass green",50,50,67,63,100,104,136.5,117.98,32.5,175.48596112311,4,4
"718","zoz9",1,"seed dark rose","English","22","female","Romanian",11084,"1","Pure transmission","0",14,"seed dark rose",50,50,57,53,308,323,372.2,327.55,49.2,110.190369540873,15,4
"719","zoz9",4,"seed ocean blue","English","22","female","Romanian",13929,"1","Pure transmission","0",14,"seed ocean blue",50,50,66,64,202,203,193.6,179.34,-9.40000000000001,-65.9186535764377,1,2
"720","zoz9",4,"seed mustard","English","22","female","Romanian",13712,"1","Pure transmission","0",14,"seed mustard",50,50,76,75,25,24,62.4,49.85,38.4,305.97609561753,1,1
"721","zu3c",5,"seed grass green","Danish","21","female","Dansk",12709,"1","Pure transmission","1",5,"seed græsgrøn",50,50,70,64,105,98,136.5,117.98,38.5,207.883369330454,7,6
"722","zu3c",6,"seed mustard","Danish","21","female","Dansk",6269,"1","Pure transmission","1",5,"seed sennepsgul",50,50,77,65,45,44,62.4,49.85,18.4,146.613545816733,1,12
"723","zu3c",5,"seed dark rose","Danish","21","female","Dansk",9917,"1","Pure transmission","1",5,"seed mørk rosa",50,50,68,43,298,306,372.2,327.55,66.2,148.264277715566,8,25
"724","zu3c",4,"seed ocean blue","Danish","21","female","Dansk",11558,"1","Pure transmission","1",5,"seed havblå",50,50,70,75,178,177,193.6,179.34,16.6,116.4095371669,1,5
"725","zxyn",6,"seed ocean blue","Danish","21","female","Dansk",7340,"2","Naming transmission","0",1,"seed havblå",50,50,30,29,186,185,193.6,179.34,8.59999999999999,60.3085553997195,1,1
"726","zxyn",6,"seed dark rose","Danish","21","female","Dansk",13742,"2","Naming transmission","0",1,"seed mørk rosa",50,50,42,38,321,320,372.2,327.55,52.2,116.909294512878,1,4
"727","zxyn",3,"seed grass green","Danish","21","female","Dansk",27474,"2","Naming transmission","0",1,"seed græsgrøn",50,50,40,27,110,112,136.5,117.98,24.5,132.289416846652,2,13
"728","zxyn",6,"seed mustard","Danish","21","female","Dansk",62991,"2","Naming transmission","0",1,"seed sennepsgul",50,50,30,38,46,47,62.4,49.85,15.4,122.709163346614,1,8
"729","o1qh",6,"seed mustard","Danish","41","female","Dansk",11198,"2","Naming transmission","1",3,"seed sennepsgul",50,50,60,57,47,47,62.4,49.85,15.4,122.709163346614,0,3
"730","o1qh",6,"seed ocean blue","Danish","41","female","Dansk",14629,"2","Naming transmission","1",3,"seed havblå",50,50,69,62,179,182,193.6,179.34,11.6,81.3464235624124,3,7
"731","o1qh",4,"seed dark rose","Danish","41","female","Dansk",18505,"2","Naming transmission","1",3,"seed mørk rosa",50,50,66,83,317,317,372.2,327.55,55.2,123.628219484882,0,17
"732","o1qh",5,"seed grass green","Danish","41","female","Dansk",11761,"2","Naming transmission","1",3,"seed græsgrøn",50,50,68,67,112,108,136.5,117.98,28.5,153.887688984881,4,1
"733","s7h6",5,"seed mustard","Danish","27","female","Dansk",28663,"1","Pure transmission","5",1,"seed sennepsgul",50,50,62,50,51,56,62.4,49.85,6.4,50.996015936255,5,12
"734","s7h6",4,"seed dark rose","Danish","27","female","Dansk",21374,"1","Pure transmission","5",1,"seed mørk rosa",50,50,66,51,328,326,372.2,327.55,46.2,103.471444568869,2,15
"735","s7h6",4,"seed grass green","Danish","27","female","Dansk",18962,"1","Pure transmission","5",1,"seed græsgrøn",50,50,63,53,108,100,136.5,117.98,36.5,197.084233261339,8,10
"736","s7h6",5,"seed ocean blue","Danish","27","female","Dansk",13558,"1","Pure transmission","5",1,"seed havblå",50,50,64,73,179,185,193.6,179.34,8.59999999999999,60.3085553997195,6,9
"737","vpuu",5,"seed mustard","English","25","female","Spanish",17288,"1","Pure transmission","0",1,"seed mustard",50,50,57,62,46,39,62.4,49.85,23.4,186.454183266932,7,5
"738","vpuu",5,"seed dark rose","English","25","female","Spanish",16662,"1","Pure transmission","0",1,"seed dark rose",50,50,70,62,321,310,372.2,327.55,62.2,139.305711086226,11,8
"739","vpuu",5,"seed grass green","English","25","female","Spanish",5201,"1","Pure transmission","0",1,"seed grass green",50,50,67,51,124,113,136.5,117.98,23.5,126.889848812095,11,16
"740","vpuu",5,"seed ocean blue","English","25","female","Spanish",11246,"1","Pure transmission","0",1,"seed ocean blue",50,50,71,70,181,181,193.6,179.34,12.6,88.35904628331,0,1
