"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Focal","Seed","Secondary_focal","Dif","Dif_2","Rel_dif","Rel_dif_2","Accuracy_hue","Accuracy_sat"
"688","y7ox",4,"seed grass green","Danish","60","female","dansk",17328,"2","Naming transmission","3",2,"seed græsgrøn",50,50,53,62,129,137,136.5,117.98,62.4,-0.5,74.6,-2.69978401727862,134.220942785174,8,9
"689","y9nw",4,"seed grass green","Danish","23","female","Dansk",10276,"1","Pure transmission","2",8,"seed græsgrøn",50,50,81,83,116,111,136.5,117.98,62.4,25.5,48.6,137.68898488121,87.4415257286794,5,2
"690","y9nw",3,"seed dark rose","Danish","23","female","Dansk",17914,"1","Pure transmission","2",8,"seed mørk rosa",50,50,38,40,303,302,372.2,327.55,278,70.2,24,157.222844344905,48.4359233097881,1,2
"691","y9nw",4,"seed mustard","Danish","23","female","Dansk",10671,"1","Pure transmission","2",8,"seed sennepsgul",50,50,57,56,47,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,0,1
"692","y9nw",2,"seed ocean blue","Danish","23","female","Dansk",18162,"1","Pure transmission","2",8,"seed havblå",50,50,53,66,180,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,1,13
"693","yjkj",4,"seed ocean blue","English","23","female","Danish",59755,"2","Naming transmission","0",14,"seed ocean blue",50,50,86,75,190,193,193.6,179.34,136.5,0.599999999999994,56.5,4.20757363253853,131.886087768441,3,11
"694","yjkj",6,"seed grass green","English","23","female","Danish",20035,"2","Naming transmission","0",14,"seed grass green",50,50,61,59,141,135,136.5,117.98,62.4,1.5,72.6,8.09935205183585,130.622526088521,6,2
"695","yjkj",6,"seed dark rose","English","23","female","Danish",11236,"2","Naming transmission","0",14,"seed dark rose",50,50,76,69,305,307,372.2,327.55,278,65.2,29,146.024636058231,58.5267406659939,2,7
"696","yjkj",6,"seed mustard","English","23","female","Danish",17509,"2","Naming transmission","0",14,"seed mustard",50,50,34,29,44,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,3,5
"697","yk73",4,"seed grass green","Danish","24","male","Dansk",18043,"2","Naming transmission","2",12,"seed græsgrøn",50,50,68,68,129,119,136.5,117.98,62.4,17.5,56.6,94.4924406047516,101.835192515293,10,0
"698","yk73",3,"seed dark rose","Danish","24","male","Dansk",27949,"2","Naming transmission","2",12,"seed mørk rosa",50,50,61,58,311,310,372.2,327.55,278,62.2,32,139.305711086226,64.5812310797174,1,3
"699","yk73",4,"seed mustard","Danish","24","male","Dansk",24090,"2","Naming transmission","2",12,"seed sennepsgul",50,50,61,75,38,42,62.4,49.85,26,20.4,16,162.549800796813,67.0859538784067,4,14
"700","yk73",2,"seed ocean blue","Danish","24","male","Dansk",25351,"2","Naming transmission","2",12,"seed havblå",50,50,87,86,184,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,1,1
"701","ywm6",3,"seed grass green","Danish","26","male","dansk",30266,"1","Pure transmission","0",4,"seed græsgrøn",50,50,68,60,100,93,136.5,117.98,62.4,43.5,30.6,234.88120950324,55.0557754587981,7,8
"702","ywm6",3,"seed mustard","Danish","26","male","dansk",17986,"1","Pure transmission","0",4,"seed sennepsgul",50,50,58,60,60,60,62.4,49.85,26,2.4,34,19.1235059760956,142.557651991614,0,2
"703","ywm6",3,"seed dark rose","Danish","26","male","dansk",15827,"1","Pure transmission","0",4,"seed mørk rosa",50,50,63,64,320,325,372.2,327.55,278,47.2,47,105.711086226204,94.853683148335,5,1
"704","ywm6",1,"seed ocean blue","Danish","26","male","dansk",47214,"1","Pure transmission","0",4,"seed havblå",50,50,56,51,190,193,193.6,179.34,136.5,0.599999999999994,56.5,4.20757363253853,131.886087768441,3,5
"705","yxz1",5,"seed ocean blue","English","28","female","English",78272,"2","Naming transmission","0",7,"seed ocean blue",50,50,79,77,188,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,2,2
"706","yxz1",5,"seed mustard","English","28","female","English",8650,"2","Naming transmission","0",7,"seed mustard",50,50,55,54,49,50,62.4,49.85,26,12.4,24,98.804780876494,100.62893081761,1,1
"707","yxz1",5,"seed dark rose","English","28","female","English",26723,"2","Naming transmission","0",7,"seed dark rose",50,50,74,53,311,312,372.2,327.55,278,60.2,34,134.826427771557,68.6175580221998,1,21
"708","yxz1",5,"seed grass green","English","28","female","English",27858,"2","Naming transmission","0",7,"seed grass green",50,50,53,53,136,133,136.5,117.98,62.4,3.5,70.6,18.8984881209503,127.024109391868,3,0
"709","yyua",5,"seed mustard","Danish","23","female","Dansk",13519,"2","Naming transmission","2",8,"seed sennepsgul",50,50,62,78,40,45,62.4,49.85,26,17.4,19,138.645418326693,79.6645702306079,5,16
"710","yyua",5,"seed dark rose","Danish","23","female","Dansk",5401,"2","Naming transmission","2",8,"seed mørk rosa",50,50,62,84,310,311,372.2,327.55,278,61.2,33,137.066069428891,66.5993945509586,1,22
"711","yyua",5,"seed grass green","Danish","23","female","Dansk",9561,"2","Naming transmission","2",8,"seed græsgrøn",50,50,68,86,121,123,136.5,117.98,62.4,13.5,60.6,72.8941684665227,109.0320259086,2,18
"712","yyua",4,"seed ocean blue","Danish","23","female","Dansk",16301,"2","Naming transmission","2",8,"seed havblå",50,50,45,67,183,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,1,22
"713","z9g1",5,"seed grass green","Danish","36","female","Dansk",21371,"1","Pure transmission","4",0,"seed græsgrøn",50,50,60,72,117.98,134,136.5,117.98,62.4,2.5,71.6,13.4989200863931,128.823317740194,16.02,12
"714","z9g1",5,"seed mustard","Danish","36","female","Dansk",14492,"1","Pure transmission","4",0,"seed sennepsgul",50,50,60,64,49.85,51,62.4,49.85,26,11.4,25,90.8366533864542,104.82180293501,1.15,4
"715","z9g1",5,"seed ocean blue","Danish","36","female","Dansk",19426,"1","Pure transmission","4",0,"seed havblå",50,50,60,55,179.34,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1.66,5
"716","z9g1",5,"seed dark rose","Danish","36","female","Dansk",9148,"1","Pure transmission","4",0,"seed mørk rosa",50,50,60,49,327.55,324,372.2,327.55,278,48.2,46,107.950727883539,92.8355196770938,3.55000000000001,11
"717","zoz9",3,"seed grass green","English","22","female","Romanian",16644,"1","Pure transmission","0",14,"seed grass green",50,50,67,63,100,104,136.5,117.98,62.4,32.5,41.6,175.48596112311,74.8470672903922,4,4
"718","zoz9",1,"seed dark rose","English","22","female","Romanian",11084,"1","Pure transmission","0",14,"seed dark rose",50,50,57,53,308,323,372.2,327.55,278,49.2,45,110.190369540873,90.8173562058526,15,4
"719","zoz9",4,"seed ocean blue","English","22","female","Romanian",13929,"1","Pure transmission","0",14,"seed ocean blue",50,50,66,64,202,203,193.6,179.34,136.5,-9.40000000000001,66.5,-65.9186535764377,155.228758169935,1,2
"720","zoz9",4,"seed mustard","English","22","female","Romanian",13712,"1","Pure transmission","0",14,"seed mustard",50,50,76,75,25,24,62.4,49.85,26,38.4,-2,305.97609561753,-8.38574423480084,1,1
"721","zu3c",5,"seed grass green","Danish","21","female","Dansk",12709,"1","Pure transmission","1",5,"seed græsgrøn",50,50,70,64,105,98,136.5,117.98,62.4,38.5,35.6,207.883369330454,64.0518172004318,7,6
"722","zu3c",6,"seed mustard","Danish","21","female","Dansk",6269,"1","Pure transmission","1",5,"seed sennepsgul",50,50,77,65,45,44,62.4,49.85,26,18.4,18,146.613545816733,75.4716981132075,1,12
"723","zu3c",5,"seed dark rose","Danish","21","female","Dansk",9917,"1","Pure transmission","1",5,"seed mørk rosa",50,50,68,43,298,306,372.2,327.55,278,66.2,28,148.264277715566,56.5085771947528,8,25
"724","zu3c",4,"seed ocean blue","Danish","21","female","Dansk",11558,"1","Pure transmission","1",5,"seed havblå",50,50,70,75,178,177,193.6,179.34,136.5,16.6,40.5,116.4095371669,94.5378151260504,1,5
"725","zxyn",6,"seed ocean blue","Danish","21","female","Dansk",7340,"2","Naming transmission","0",1,"seed havblå",50,50,30,29,186,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,1,1
"726","zxyn",6,"seed dark rose","Danish","21","female","Dansk",13742,"2","Naming transmission","0",1,"seed mørk rosa",50,50,42,38,321,320,372.2,327.55,278,52.2,42,116.909294512878,84.7628657921291,1,4
"727","zxyn",3,"seed grass green","Danish","21","female","Dansk",27474,"2","Naming transmission","0",1,"seed græsgrøn",50,50,40,27,110,112,136.5,117.98,62.4,24.5,49.6,132.289416846652,89.2407340770061,2,13
"728","zxyn",6,"seed mustard","Danish","21","female","Dansk",62991,"2","Naming transmission","0",1,"seed sennepsgul",50,50,30,38,46,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,1,8
"729","o1qh",6,"seed mustard","Danish","41","female","Dansk",11198,"2","Naming transmission","1",3,"seed sennepsgul",50,50,60,57,47,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,0,3
"730","o1qh",6,"seed ocean blue","Danish","41","female","Dansk",14629,"2","Naming transmission","1",3,"seed havblå",50,50,69,62,179,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,3,7
"731","o1qh",4,"seed dark rose","Danish","41","female","Dansk",18505,"2","Naming transmission","1",3,"seed mørk rosa",50,50,66,83,317,317,372.2,327.55,278,55.2,39,123.628219484882,78.7083753784056,0,17
"732","o1qh",5,"seed grass green","Danish","41","female","Dansk",11761,"2","Naming transmission","1",3,"seed græsgrøn",50,50,68,67,112,108,136.5,117.98,62.4,28.5,45.6,153.887688984881,82.0439006836992,4,1
"733","s7h6",5,"seed mustard","Danish","27","female","Dansk",28663,"1","Pure transmission","5",1,"seed sennepsgul",50,50,62,50,51,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,5,12
"734","s7h6",4,"seed dark rose","Danish","27","female","Dansk",21374,"1","Pure transmission","5",1,"seed mørk rosa",50,50,66,51,328,326,372.2,327.55,278,46.2,48,103.471444568869,96.8718466195762,2,15
"735","s7h6",4,"seed grass green","Danish","27","female","Dansk",18962,"1","Pure transmission","5",1,"seed græsgrøn",50,50,63,53,108,100,136.5,117.98,62.4,36.5,37.6,197.084233261339,67.6502338970853,8,10
"736","s7h6",5,"seed ocean blue","Danish","27","female","Dansk",13558,"1","Pure transmission","5",1,"seed havblå",50,50,64,73,179,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,6,9
"737","vpuu",5,"seed mustard","English","25","female","Spanish",17288,"1","Pure transmission","0",1,"seed mustard",50,50,57,62,46,39,62.4,49.85,26,23.4,13,186.454183266932,54.5073375262054,7,5
"738","vpuu",5,"seed dark rose","English","25","female","Spanish",16662,"1","Pure transmission","0",1,"seed dark rose",50,50,70,62,321,310,372.2,327.55,278,62.2,32,139.305711086226,64.5812310797174,11,8
"739","vpuu",5,"seed grass green","English","25","female","Spanish",5201,"1","Pure transmission","0",1,"seed grass green",50,50,67,51,124,113,136.5,117.98,62.4,23.5,50.6,126.889848812095,91.0399424253328,11,16
"740","vpuu",5,"seed ocean blue","English","25","female","Spanish",11246,"1","Pure transmission","0",1,"seed ocean blue",50,50,71,70,181,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,0,1
